Quality_Record_ID,Sales_Line_ID,Lot_ID,Hembaft_ID,Hembaft_Lot_Key,Product_ID,Production_Date,Measured_At,Available_At,Tensile_Strength_cN_dtex,Elongation_Pct,Evenness_CV_Pct,Oil_Pickup_Pct,Sample_Count,Lab_Result,Source_System
QLT-00008784,SL-00033558,LOT-202106-847760,,,P_RARE_Product_Family_03,2021-06-12,2021-06-14,2021-06-16,3.46,22.5%,2.3%,0.8%,7,قبول,QMS_LAB
QLT-00008785,SL-00033559,LOT-202104-387694,,,P_285147,2021-03-28,2021-03-29,2021-03-29,3.24,24.1%,2.0%,0.9%,8,قبول,QMS_LAB
QLT-00008786,SL-00033560,LOT-202203-527553,,,P_RARE_Product_Family_03,2022-02-18,2022-02-18,2022-02-20,4.34,25.7%,1.7%,0.7%,9,قبول,QMS_LAB
QLT-00008787,SL-00033566,LOT-202002-906463,,,P_062869,2020-01-30,2020-01-30,2020-01-31,2.99,18.3%,1.4%,1.2%,7,قبول,QMS_LAB
QLT-00008788,SL-00033567,LOT-202007-654555,,,P_769459,2020-06-24,2020-06-25,2020-06-27,3.22,33.7%,1.7%,1.1%,6,قبول,QMS_LAB
QLT-00008789,SL-00033570,LOT-202006-024773,,,P_769459,2020-06-19,2020-06-21,2020-06-23,3.76,29.9%,1.4%,1.0%,3,قبول,QMS_LAB
QLT-00008790,SL-00033571,LOT-202104-065683,,,P_RARE_Product_Family_04,2021-03-27,2021-03-28,2021-03-28,3.54,31.5%,1.1%,1.1%,4,قبول,QMS_LAB
QLT-00008791,SL-00033577,LOT-202111-119846,,,P_003511,2021-11-07,2021-11-08,2021-11-10,4.88,21.9%,1.4%,0.6%,6,قبول,QMS_LAB
QLT-00008792,SL-00033580,LOT-202010-412971,,,P_RARE_Product_Family_04,2020-10-16,2020-10-17,2020-10-19,3.55,29.7%,2.3%,1.1%,5,قبول,QMS_LAB
QLT-00008793,SL-00033584,LOT-202109-466404,,,P_RARE_Product_Family_03,2021-08-30,2021-09-01,2021-09-01,4.45,23.2%,2.0%,0.8%,9,قبول,QMS_LAB
QLT-00008794,SL-00033585,LOT-202103-455156,,,P_635050,2021-02-28,2021-02-28,2021-03-01,4.67,21.6%,2.3%,0.7%,8,قبول,QMS_LAB
QLT-00008795,SL-00033591,LOT-202007-403523,,,P_RARE_Product_Family_04,2020-07-18,2020-07-19,2020-07-20,3.33,18.0%,2.3%,0.7%,8,قبول,QMS_LAB
QLT-00008796,SL-00033594,LOT-202108-007772,,,P_RARE_Product_Family_03,2021-08-16,2021-08-16,2021-08-17,4.45,27.0%,2.3%,1.2%,3,قبول,QMS_LAB
QLT-00008797,SL-00033602,LOT-202012-596149,,,P_353833,2020-12-20,2020-12-20,2020-12-22,4.23,21.0%,2.4%,0.5%,10,قبول,QMS_LAB
QLT-00008798,SL-00033603,LOT-202111-214184,,,P_617051,2021-10-25,2021-10-27,2021-10-27,4,22.6%,2.0%,0.6%,3,قبول,QMS_LAB
QLT-00008799,SL-00033605,LOT-202204-673305,,,P_RARE_Product_Family_05,2022-03-22,2022-03-24,2022-03-25,3.15,29.9%,2.4%,1.0%,5,قبول,QMS_LAB
QLT-00008800,SL-00033608,LOT-202007-205307,,,P_444447,2020-06-25,2020-06-26,2020-06-27,4.27,21.9%,2.4%,0.6%,8,قبول,QMS_LAB
QLT-00008801,SL-00033610,LOT-202006-807682,,,P_978590,2020-05-17,2020-05-18,2020-05-19,4.41,31.5%,2.0%,0.5%,6,قبول,QMS_LAB
QLT-00008802,SL-00033615,LOT-202204-433642,,,P_572494,2022-04-16,2022-04-16,2022-04-17,3.33,23.4%,2.0%,1.0%,9,قبول,QMS_LAB
QLT-00008803,SL-00033620,LOT-202108-732283,,,P_RARE_Product_Family_03,2021-08-26,2021-08-28,2021-08-29,4.99,27.2%,2.4%,1.1%,4,قبول,QMS_LAB
QLT-00008804,SL-00033625,LOT-202006-538804,,,P_RARE_Product_Family_03,2020-05-29,2020-05-29,2020-05-30,3.87,18.2%,2.4%,0.6%,9,قبول,QMS_LAB
QLT-00008805,SL-00033630,LOT-202108-819509,,,P_RARE_Product_Family_03,2021-08-08,2021-08-09,2021-08-09,4.99,23.4%,2.1%,0.7%,10,قبول,QMS_LAB
QLT-00008806,SL-00033631,LOT-202110-529570,,,P_RARE_Product_Family_03,2021-10-02,2021-10-04,2021-10-06,3.01,21.8%,2.4%,0.6%,9,قبول,QMS_LAB
QLT-00008807,SL-00033635,LOT-202003-029068,,,P_RARE_Product_Family_03,2020-03-07,2020-03-07,2020-03-07,3.91,32.4%,2.1%,1.2%,5,قبول,QMS_LAB
QLT-00008808,SL-00033641,LOT-202110-493978,,,P_RARE_Product_Family_02,2021-10-01,2021-10-02,2021-10-02,4.56,32.3%,1.7%,0.9%,9,قبول,QMS_LAB
QLT-00008809,SL-00033646,LOT-202008-087436,,,P_RARE_Product_Family_05,2020-08-08,2020-08-10,2020-08-10,3.43,23.3%,1.7%,0.4%,6,قبول,QMS_LAB
QLT-00008810,SL-00033651,LOT-202203-069235,,,P_487868,2022-02-28,2022-02-28,2022-02-28,4.90,27.4%,1.0%,0.7%,5,قبول,QMS_LAB
QLT-00008811,SL-00033654,LOT-202001-651573,,,P_RARE_Product_Family_04,2020-01-18,2020-01-19,2020-01-20,3.78,18.4%,1.0%,1.1%,10,قبول,QMS_LAB
QLT-00008812,SL-00033662,LOT-202009-874245,,,P_995713,2020-09-13,2020-09-13,2020-09-14,2.92,22.0%,1.1%,1.1%,10,قبول,QMS_LAB
QLT-00008813,SL-00033669,LOT-202004-328388,,,P_RARE_Product_Family_04,2020-03-22,2020-03-23,2020-03-23,4.86,22.7%,2.3%,1.0%,5,قبول,QMS_LAB
QLT-00008814,SL-00033675,LOT-202204-829968,,,P_RARE_Product_Family_04,2022-04-04,2022-04-04,2022-04-05,4,26.3%,2.3%,1.0%,5,قبول,QMS_LAB
QLT-00008815,SL-00033678,LOT-202012-334757,,,P_593409,2020-12-21,2020-12-23,2020-12-25,4.27,25.6%,1.1%,1.1%,10,قبول,QMS_LAB
QLT-00008816,SL-00033680,LOT-202007-930604,,,P_RARE_Product_Family_03,2020-07-23,2020-07-25,2020-07-25,3,23.7%,1.2%,0.6%,9,قبول,QMS_LAB
QLT-00008817,SL-00033687,LOT-202103-566210,,,P_RARE_Product_Family_05,2021-03-03,2021-03-03,2021-03-05,3.22,22.1%,1.5%,0.5%,8,قبول,QMS_LAB
QLT-00008818,SL-00033691,LOT-202106-689699,,,P_444447,2021-06-12,2021-06-14,2021-06-15,3.22,18.3%,1.2%,1.0%,6,قبول,QMS_LAB
QLT-00008819,SL-00033696,LOT-202205-178380,,,P_679203,2022-05-13,2022-05-14,2022-05-15,4.34,27.3%,1.2%,0.6%,9,قبول,QMS_LAB
QLT-00008820,SL-00033697,LOT-202002-989469,,,P_RARE_Product_Family_03,2020-02-06,2020-02-08,2020-02-10,4.57,25.7%,1.5%,0.5%,8,قبول,QMS_LAB
QLT-00008821,SL-00033703,LOT-202003-250402,,,P_495337,2020-03-12,2020-03-14,2020-03-14,3.51,21.1%,1.5%,0.5%,8,قبول,QMS_LAB
QLT-00008822,SL-00033704,LOT-202110-087803,,,P_434331,2021-09-25,2021-09-26,2021-09-28,4.63,30.1%,1.5%,1.0%,3,قبول,QMS_LAB
QLT-00008823,SL-00033705,LOT-202205-291577,,,P_565736,2022-04-29,2022-05-01,2022-05-02,4.85,28.5%,1.8%,0.9%,10,قبول,QMS_LAB
QLT-00008824,SL-00033712,LOT-202006-915123,,,P_RARE_Product_Family_05,2020-06-27,2020-06-27,2020-06-27,4.44,19.6%,1.8%,1.0%,7,قبول,QMS_LAB
QLT-00008825,SL-00033717,LOT-202005-231002,,,P_RARE_Product_Family_04,2020-04-19,2020-04-20,2020-04-20,3.32,27.7%,1.8%,0.5%,4,قبول,QMS_LAB
QLT-00008826,SL-00033718,LOT-202008-468246,,,P_735610,2020-07-24,2020-07-26,2020-07-26,4.40,18.7%,1.8%,0.9%,9,قبول,QMS_LAB
QLT-00008827,SL-00033719,LOT-202009-450729,,,P_RARE_Product_Family_01,2020-09-19,2020-09-20,2020-09-22,4.18,20.3%,1.5%,1.0%,10,قبول,QMS_LAB
QLT-00008828,SL-00033722,LOT-202011-550293,,,P_232438,2020-10-24,2020-10-25,2020-10-27,3.71,22.3%,1.8%,0.6%,9,قبول,QMS_LAB
QLT-00008829,SL-00033723,LOT-202107-625799,,,P_505407,2021-07-16,2021-07-18,2021-07-19,3.93,20.7%,2.1%,0.5%,8,قبول,QMS_LAB
QLT-00008830,SL-00033727,LOT-202203-740804,,,P_RARE_Product_Family_04,2022-02-28,2022-02-28,2022-03-01,4.83,31.2%,1.8%,1.1%,4,قبول,QMS_LAB
QLT-00008831,SL-00033728,LOT-202108-363566,,,P_RARE_Product_Family_04,2021-08-15,2021-08-16,2021-08-16,2.85,29.6%,2.1%,1.0%,3,قبول,QMS_LAB
QLT-00008832,SL-00033733,LOT-202006-517994,,,P_593409,2020-05-28,2020-05-28,2020-05-28,4.78,34.1%,2.1%,0.5%,8,قبول,QMS_LAB
QLT-00008833,SL-00033736,LOT-202002-875445,,,P_RARE_Product_Family_03,2020-02-08,2020-02-10,2020-02-10,3.71,26.0%,2.1%,1.0%,3,قبول,QMS_LAB
QLT-00008834,SL-00033739,LOT-202109-420493,,,P_RARE_Product_Family_03,2021-09-24,2021-09-25,2021-09-27,4.83,18.0%,2.1%,0.6%,6,قبول,QMS_LAB
QLT-00008835,SL-00033740,LOT-202007-149432,,,P_851715,2020-07-04,2020-07-05,2020-07-05,3.52,32.5%,0.8%,1.1%,7,قبول,QMS_LAB
QLT-00008836,SL-00033743,LOT-202107-151652,,,P_RARE_Product_Family_04,2021-07-04,2021-07-04,2021-07-05,3.30,34.1%,2.1%,1.1%,8,قبول,QMS_LAB
QLT-00008837,SL-00033746,LOT-202007-798222,,,P_403496,2020-07-17,2020-07-18,2020-07-20,4.38,25.2%,2.1%,0.6%,5,قبول,QMS_LAB
QLT-00008838,SL-00033751,LOT-202010-163189,,,P_715924,2020-10-04,2020-10-05,2020-10-07,3.30,20.9%,0.8%,0.7%,10,قبول,QMS_LAB
QLT-00008839,SL-00033754,LOT-202205-393440,,,P_RARE_Product_Family_03,2022-04-30,2022-04-30,2022-05-02,4.42,29.8%,0.8%,1.2%,5,قبول,QMS_LAB
QLT-00008840,SL-00033766,LOT-202006-733723,,,P_RARE_Product_Family_02,2020-06-26,2020-06-27,2020-06-28,3.07,26.2%,2.4%,1.1%,5,قبول,QMS_LAB
QLT-00008841,SL-00033767,LOT-202109-954306,,,P_RARE_Product_Family_05,2021-09-02,2021-09-04,2021-09-04,3.30,24.6%,1.1%,1.1%,4,قبول,QMS_LAB
QLT-00008842,SL-00033769,LOT-202009-968478,,,P_967448,2020-08-22,2020-08-24,2020-08-26,4.15,34.3%,2.4%,0.6%,10,قبول,QMS_LAB
QLT-00008843,SL-00033772,LOT-202104-829923,,,P_700346,2021-04-16,2021-04-18,2021-04-20,3.07,30.0%,1.1%,0.7%,7,قبول,QMS_LAB
QLT-00008844,SL-00033777,LOT-202005-854260,,,P_593409,2020-05-20,2020-05-20,2020-05-20,4.15,21.0%,1.1%,1.1%,4,قبول,QMS_LAB
QLT-00008845,SL-00033781,LOT-202004-300270,,,P_343377,2020-04-10,2020-04-12,2020-04-13,4.16,23.9%,1.9%,0.7%,6,قبول,QMS_LAB
QLT-00008846,SL-00033790,LOT-202006-914513,,,P_733144,2020-05-23,2020-05-25,2020-05-25,3.94,29.3%,1.9%,1.2%,9,قبول,QMS_LAB
QLT-00008847,SL-00033793,LOT-202108-479313,,,P_RARE_Product_Family_02,2021-07-16,2021-07-16,2021-07-17,4.16,27.7%,2.2%,1.1%,8,قبول,QMS_LAB
QLT-00008848,SL-00033795,LOT-202004-449302,,,P_RARE_Product_Family_03,2020-04-09,2020-04-09,2020-04-09,2.82,20.3%,1.9%,0.7%,6,قبول,QMS_LAB
QLT-00008849,SL-00033802,LOT-202004-037517,,,P_759510,2020-03-26,2020-03-27,2020-03-28,2.94,27.0%,2.0%,0.6%,9,قبول,QMS_LAB
QLT-00008850,SL-00033807,LOT-202007-236757,,,P_826872,2020-06-23,2020-06-25,2020-06-27,4.02,18.1%,2.0%,1.0%,6,قبول,QMS_LAB
QLT-00008851,SL-00033808,LOT-202011-384425,,,P_386679,2020-11-01,2020-11-01,2020-11-03,2.90,26.1%,2.0%,0.5%,3,قبول,QMS_LAB
QLT-00008852,SL-00033809,LOT-202003-728631,,,P_679203,2020-02-24,2020-02-26,2020-02-27,4.87,27.7%,1.7%,0.6%,4,قبول,QMS_LAB
QLT-00008853,SL-00033812,LOT-202010-547148,,,P_507205,2020-10-05,2020-10-07,2020-10-07,4.24,29.7%,2.0%,0.5%,3,قبول,QMS_LAB
QLT-00008854,SL-00033816,LOT-202105-212746,,,P_615273,2021-04-29,2021-04-29,2021-04-29,2.94,23.3%,1.7%,1.1%,7,قبول,QMS_LAB
QLT-00008855,SL-00033817,LOT-202105-174485,,,P_218456,2021-05-19,2021-05-20,2021-05-22,3.16,21.7%,2.0%,1.0%,6,قبول,QMS_LAB
QLT-00008856,SL-00033818,LOT-202011-501981,,,P_528908,2020-10-21,2020-10-23,2020-10-24,2.90,22.4%,1.7%,1.0%,9,قبول,QMS_LAB
QLT-00008857,SL-00033820,LOT-202108-949449,,,P_889688,2021-08-12,2021-08-14,2021-08-16,4.38,20.8%,2.0%,0.9%,7,قبول,QMS_LAB
QLT-00008858,SL-00033832,LOT-202111-859847,,,P_593409,2021-10-28,2021-10-28,2021-10-30,4.56,31.3%,1.7%,0.9%,3,قبول,QMS_LAB
QLT-00008859,SL-00033837,LOT-202008-647071,,,P_434331,2020-08-15,2020-08-17,2020-08-18,3.48,23.3%,1.7%,0.5%,6,قبول,QMS_LAB
QLT-00008860,SL-00033838,LOT-202010-038202,,,P_RARE_Product_Family_03,2020-09-18,2020-09-18,2020-09-18,3.71,21.6%,2.0%,0.4%,5,قبول,QMS_LAB
QLT-00008861,SL-00033841,LOT-202010-460606,,,P_817472,2020-09-25,2020-09-25,2020-09-27,4.15,29.9%,2.3%,0.9%,4,قبول,QMS_LAB
QLT-00008862,SL-00033844,LOT-202006-926177,,,P_469492,2020-06-04,2020-06-06,2020-06-08,3.08,21.9%,2.3%,0.5%,7,قبول,QMS_LAB
QLT-00008863,SL-00033853,LOT-202001-982707,,,P_RARE_Product_Family_03,2020-01-17,2020-01-19,2020-01-20,4.15,26.2%,2.0%,0.5%,10,قبول,QMS_LAB
QLT-00008864,SL-00033856,LOT-202109-767067,,,P_494409,2021-09-01,2021-09-01,2021-09-03,3.03,34.2%,2.0%,0.9%,7,قبول,QMS_LAB
QLT-00008865,SL-00033864,LOT-202106-517813,,,P_903460,2021-06-16,2021-06-17,2021-06-18,3.59,23.2%,1.3%,0.8%,3,قبول,QMS_LAB
QLT-00008866,SL-00033869,LOT-202005-879968,,,P_146351,2020-04-27,2020-04-29,2020-04-30,4.66,31.2%,1.3%,1.2%,8,قبول,QMS_LAB
QLT-00008867,SL-00033873,LOT-202205-422989,,,P_RARE_Product_Family_04,2022-04-22,2022-04-24,2022-04-25,2.85,27.2%,2.3%,1.0%,10,قبول,QMS_LAB
QLT-00008868,SL-00033876,LOT-202111-226348,,,P_RARE_Product_Family_03,2021-11-17,2021-11-17,2021-11-18,3.93,18.3%,2.3%,0.5%,7,قبول,QMS_LAB
QLT-00008869,SL-00033877,LOT-202104-857673,,,P_RARE_Product_Family_03,2021-04-13,2021-04-14,2021-04-14,4.15,33.7%,1.0%,0.5%,6,قبول,QMS_LAB
QLT-00008870,SL-00033879,LOT-202006-805942,,,P_555923,2020-06-11,2020-06-12,2020-06-14,2.81,26.3%,2.3%,0.9%,4,قبول,QMS_LAB
QLT-00008871,SL-00033881,LOT-202011-438437,,,P_850083,2020-10-14,2020-10-16,2020-10-16,4.68,20.9%,0.8%,0.4%,5,قبول,QMS_LAB
QLT-00008872,SL-00033886,LOT-202104-577704,,,P_353833,2021-03-18,2021-03-19,2021-03-20,4.45,22.5%,2.1%,0.4%,6,قبول,QMS_LAB
QLT-00008873,SL-00033891,LOT-202110-915059,,,P_RARE_Product_Family_04,2021-10-06,2021-10-07,2021-10-07,2.82,33.0%,1.8%,1.0%,9,قبول,QMS_LAB
QLT-00008874,SL-00033902,LOT-202107-969007,,,P_192876,2021-07-07,2021-07-07,2021-07-07,3.88,28.9%,0.9%,0.9%,8,قبول,QMS_LAB
QLT-00008875,SL-00033903,LOT-202002-212553,,,P_735610,2020-02-18,2020-02-19,2020-02-21,4.11,27.3%,1.2%,0.8%,7,قبول,QMS_LAB
QLT-00008876,SL-00033905,LOT-202004-737916,,,P_898933,2020-04-09,2020-04-10,2020-04-10,4.96,19.9%,0.9%,0.4%,5,قبول,QMS_LAB
QLT-00008877,SL-00033908,LOT-202009-223795,,,P_434331,2020-09-10,2020-09-10,2020-09-11,3.03,19.2%,1.2%,0.4%,10,قبول,QMS_LAB
QLT-00008878,SL-00033913,LOT-202008-949167,,,P_192131,2020-07-27,2020-07-29,2020-07-30,4.96,23.7%,1.2%,0.8%,7,قبول,QMS_LAB
QLT-00008879,SL-00033918,LOT-202201-985487,,,P_080963,2021-12-23,2021-12-24,2021-12-26,3.03,23.0%,1.5%,0.8%,4,قبول,QMS_LAB
QLT-00008880,SL-00033919,LOT-202110-867159,,,P_RARE_Product_Family_05,2021-10-01,2021-10-01,2021-10-01,2.80,24.6%,1.2%,0.9%,5,قبول,QMS_LAB
QLT-00008881,SL-00033920,LOT-202006-462479,,,P_947367,2020-05-31,2020-06-01,2020-06-02,3.74,24.5%,1.2%,0.9%,6,قبول,QMS_LAB
QLT-00008882,SL-00033926,LOT-202103-848347,,,P_817472,2021-02-20,2021-02-21,2021-02-21,4.60,34.2%,0.9%,0.4%,4,قبول,QMS_LAB
QLT-00008883,SL-00033927,LOT-202108-858755,,,P_957119,2021-08-20,2021-08-22,2021-08-24,4.82,32.6%,1.2%,0.4%,3,قبول,QMS_LAB
QLT-00008884,SL-00033935,LOT-202001-423014,,,P_RARE_Product_Family_03,2019-12-27,2019-12-27,2019-12-28,4.11,23.5%,0.9%,0.4%,5,قبول,QMS_LAB
QLT-00008885,SL-00033938,LOT-202202-236234,,,P_500006,2022-02-24,2022-02-26,2022-02-26,3.03,32.5%,0.9%,0.9%,8,قبول,QMS_LAB
QLT-00008886,SL-00033940,LOT-202011-297177,,,P_192876,2020-11-04,2020-11-06,2020-11-06,3.75,34.0%,2.2%,0.9%,10,قبول,QMS_LAB
QLT-00008887,SL-00033941,LOT-202002-278712,,,P_077463,2020-02-22,2020-02-22,2020-02-23,3.97,32.4%,0.9%,0.9%,9,قبول,QMS_LAB
QLT-00008888,SL-00033946,LOT-202012-068029,,,P_490196,2020-12-21,2020-12-23,2020-12-24,2.89,24.4%,0.9%,0.4%,4,قبول,QMS_LAB
QLT-00008889,SL-00033950,LOT-202109-845413,,,P_RARE_Product_Family_03,2021-09-12,2021-09-12,2021-09-12,3.74,20.8%,0.9%,0.4%,4,قبول,QMS_LAB
QLT-00008890,SL-00033962,LOT-202106-575545,,,P_339338,2021-06-09,2021-06-11,2021-06-12,3.19,31.8%,1.6%,0.6%,8,قبول,QMS_LAB
QLT-00008891,SL-00033967,LOT-202106-334799,,,P_RARE_Product_Family_03,2021-06-08,2021-06-09,2021-06-10,4.31,23.8%,1.6%,1.1%,3,قبول,QMS_LAB
QLT-00008892,SL-00033968,LOT-202202-628790,,,P_232438,2022-01-27,2022-01-27,2022-01-27,3.23,32.7%,1.6%,0.7%,6,قبول,QMS_LAB
QLT-00008893,SL-00033969,LOT-202202-777021,,,P_RARE_Product_Family_03,2022-01-26,2022-01-27,2022-01-29,3.46,31.1%,1.9%,0.6%,5,قبول,QMS_LAB
QLT-00008894,SL-00033976,LOT-202108-312542,,,P_407811,2021-08-01,2021-08-01,2021-08-03,3.19,18.6%,1.9%,1.0%,10,قبول,QMS_LAB
QLT-00008895,SL-00033977,LOT-202204-492091,,,P_003764,2022-04-11,2022-04-13,2022-04-14,2.97,20.2%,1.6%,1.1%,3,قبول,QMS_LAB
QLT-00008896,SL-00033978,LOT-202110-091512,,,P_RARE_Product_Family_03,2021-09-16,2021-09-17,2021-09-18,3.23,19.5%,1.9%,1.1%,8,قبول,QMS_LAB
QLT-00008897,SL-00033981,LOT-202011-666237,,,P_RARE_Product_Family_03,2020-10-29,2020-10-30,2020-10-31,3.45,24.5%,2.4%,0.5%,9,قبول,QMS_LAB
QLT-00008898,SL-00033984,LOT-202108-877670,,,P_174329,2021-08-03,2021-08-05,2021-08-06,4.53,32.5%,2.4%,0.9%,6,قبول,QMS_LAB
QLT-00008899,SL-00033990,LOT-202106-970407,,,P_RARE_Product_Family_04,2021-06-01,2021-06-02,2021-06-02,3.22,29.8%,2.3%,1.0%,4,قبول,QMS_LAB
QLT-00008900,SL-00033995,LOT-202109-769299,,,P_230552,2021-09-08,2021-09-10,2021-09-10,4.30,20.9%,2.3%,0.5%,9,قبول,QMS_LAB
QLT-00008901,SL-00034001,LOT-202006-121235,,,P_228625,2020-05-22,2020-05-24,2020-05-26,4.99,30.2%,2.0%,1.0%,10,قبول,QMS_LAB
QLT-00008902,SL-00034004,LOT-202006-941903,,,P_385268,2020-05-27,2020-05-27,2020-05-29,3.86,21.2%,2.0%,0.5%,7,قبول,QMS_LAB
QLT-00008903,SL-00034010,LOT-202107-918302,,,P_672380,2021-06-19,2021-06-21,2021-06-22,4.76,18.6%,2.0%,0.6%,5,قبول,QMS_LAB
QLT-00008904,SL-00034015,LOT-202205-689554,,,P_327376,2022-05-19,2022-05-19,2022-05-20,3.64,26.6%,2.0%,1.0%,10,قبول,QMS_LAB
QLT-00008905,SL-00034024,LOT-202006-733723,,,P_RARE_Product_Family_02,2020-06-20,2020-06-21,2020-06-21,3.86,30.7%,1.4%,0.6%,3,قبول,QMS_LAB
QLT-00008906,SL-00034025,LOT-202101-634250,,,P_434331,2021-01-15,2021-01-17,2021-01-19,4.09,29.1%,1.7%,0.5%,10,قبول,QMS_LAB
QLT-00008907,SL-00034032,LOT-202007-529048,,,P_631577,2020-07-23,2020-07-25,2020-07-27,3.01,24.8%,2.0%,0.5%,7,قبول,QMS_LAB
QLT-00008908,SL-00034033,LOT-202008-381262,,,P_282386,2020-07-31,2020-08-01,2020-08-02,4.99,26.4%,1.7%,0.6%,8,قبول,QMS_LAB
QLT-00008909,SL-00034036,LOT-202104-398288,,,P_165831,2021-03-28,2021-03-28,2021-03-28,3.91,18.4%,1.7%,1.1%,3,قبول,QMS_LAB
QLT-00008910,SL-00034039,LOT-202007-485842,,,P_RARE_Product_Family_03,2020-07-16,2020-07-16,2020-07-18,4.94,25.5%,1.7%,0.5%,10,قبول,QMS_LAB
QLT-00008911,SL-00034040,LOT-202008-848872,,,P_945371,2020-08-13,2020-08-13,2020-08-15,4.50,34.3%,1.4%,0.9%,3,قبول,QMS_LAB
QLT-00008912,SL-00034044,LOT-202103-838030,,,P_459910,2021-02-14,2021-02-15,2021-02-15,3.19,27.8%,1.1%,0.6%,7,قبول,QMS_LAB
QLT-00008913,SL-00034045,LOT-202011-735811,,,P_490196,2020-11-14,2020-11-16,2020-11-18,3.42,26.2%,1.4%,0.5%,6,قبول,QMS_LAB
QLT-00008914,SL-00034051,LOT-202206-616190,,,P_RARE_Product_Family_01,2022-05-20,2022-05-20,2022-05-22,4.27,22.6%,1.4%,0.5%,6,قبول,QMS_LAB
QLT-00008915,SL-00034054,LOT-202011-517215,,,P_582317,2020-11-12,2020-11-14,2020-11-15,3.19,31.6%,1.4%,1.0%,9,قبول,QMS_LAB
QLT-00008916,SL-00034061,LOT-202006-744870,,,P_947367,2020-06-19,2020-06-21,2020-06-22,2.99,26.7%,2.4%,0.4%,6,قبول,QMS_LAB
QLT-00008917,SL-00034066,LOT-202110-803154,,,P_RARE_Product_Family_04,2021-10-07,2021-10-07,2021-10-07,3.22,25.1%,1.1%,0.4%,5,قبول,QMS_LAB
QLT-00008918,SL-00034070,LOT-202204-999164,,,P_RARE_Product_Family_05,2022-03-24,2022-03-25,2022-03-27,2.87,30.0%,1.7%,0.6%,9,قبول,QMS_LAB
QLT-00008919,SL-00034071,LOT-202010-215558,,,P_RARE_Product_Family_05,2020-09-18,2020-09-18,2020-09-18,4.85,31.6%,1.4%,0.7%,10,قبول,QMS_LAB
QLT-00008920,SL-00034082,LOT-202004-339471,,,P_421045,2020-03-22,2020-03-23,2020-03-24,3.22,34.6%,2.1%,0.4%,9,قبول,QMS_LAB
QLT-00008921,SL-00034083,LOT-202008-202168,,,P_RARE_Product_Family_04,2020-07-25,2020-07-27,2020-07-27,3.44,33.0%,2.4%,1.2%,8,قبول,QMS_LAB
QLT-00008922,SL-00034085,LOT-202010-349472,,,P_RARE_Product_Family_04,2020-10-16,2020-10-18,2020-10-19,4.30,25.6%,2.1%,0.8%,6,قبول,QMS_LAB
QLT-00008923,SL-00034088,LOT-202010-208950,,,P_427325,2020-10-09,2020-10-10,2020-10-12,4.56,24.9%,2.4%,0.8%,3,قبول,QMS_LAB
QLT-00008924,SL-00034093,LOT-202108-650455,,,P_RARE_Product_Family_03,2021-07-16,2021-07-16,2021-07-18,4.30,29.4%,2.4%,1.2%,8,قبول,QMS_LAB
QLT-00008925,SL-00034098,LOT-202008-399568,,,P_RARE_Product_Family_03,2020-08-07,2020-08-09,2020-08-09,4.56,28.7%,1.1%,0.4%,5,قبول,QMS_LAB
QLT-00008926,SL-00034099,LOT-202010-067424,,,P_541402,2020-10-17,2020-10-18,2020-10-19,4.34,30.3%,2.4%,0.4%,6,قبول,QMS_LAB
QLT-00008927,SL-00034106,LOT-202003-038749,,,P_771330,2020-03-11,2020-03-12,2020-03-14,4.68,24.8%,1.0%,0.4%,7,قبول,QMS_LAB
QLT-00008928,SL-00034108,LOT-202006-137041,,,P_964660,2020-06-25,2020-06-27,2020-06-28,4.72,25.7%,1.0%,0.5%,5,قبول,QMS_LAB
QLT-00008929,SL-00034112,LOT-202002-432112,,,P_RARE_Product_Family_03,2020-02-19,2020-02-19,2020-02-20,4.68,21.0%,2.3%,0.8%,5,قبول,QMS_LAB
QLT-00008930,SL-00034113,LOT-202102-425872,,,P_RARE_Product_Family_03,2021-02-09,2021-02-10,2021-02-10,4.90,19.4%,1.0%,0.8%,4,قبول,QMS_LAB
QLT-00008931,SL-00034114,LOT-202007-305349,,,P_RARE_Product_Family_03,2020-06-25,2020-06-25,2020-06-27,3.82,28.3%,1.0%,0.4%,7,قبول,QMS_LAB
QLT-00008932,SL-00034119,LOT-202012-035387,,,P_RARE_Product_Family_04,2020-12-05,2020-12-07,2020-12-09,4.95,20.3%,1.0%,0.9%,10,قبول,QMS_LAB
QLT-00008933,SL-00034123,LOT-202007-187961,,,P_576643,2020-07-13,2020-07-15,2020-07-17,4.45,33.9%,1.3%,0.4%,4,قبول,QMS_LAB
QLT-00008934,SL-00034126,LOT-202009-137945,,,P_232438,2020-09-09,2020-09-10,2020-09-11,3.37,25.8%,1.3%,0.9%,7,قبول,QMS_LAB
QLT-00008935,SL-00034128,LOT-202007-696229,,,P_RARE_Product_Family_02,2020-07-18,2020-07-18,2020-07-20,3.33,24.9%,1.3%,0.8%,9,قبول,QMS_LAB
QLT-00008936,SL-00034133,LOT-202101-076436,,,P_RARE_Product_Family_04,2021-01-12,2021-01-13,2021-01-15,3.60,20.5%,1.3%,0.4%,4,قبول,QMS_LAB
QLT-00008937,SL-00034138,LOT-202107-818099,,,P_275491,2021-06-22,2021-06-24,2021-06-25,3.33,21.2%,1.0%,0.4%,7,قبول,QMS_LAB
